movie_018,The Whale,movie,drama,psychological,117,R,HD,2022,A24,trending/the-whale,0,false,false,false,"Reclusive teacher tries to reconnect with daughter","brendan fraser,emotional,comeback,heavy"
movie_019,Cocaine Bear,movie,comedy,thriller,95,R,HD,2023,Universal,collections/cocaine-bear,0,false,false,false,"Bear goes on rampage after ingesting cocaine","comedy,based on true story,absurd,wild"
movie_020,M3GAN,movie,horror,sci-fi,102,PG-13,4K,2023,Universal,editorial/m3gan,0,false,false,false,"AI doll becomes overprotective of child","horror,ai,technology,creepy"
movie_021,Glass Onion,movie,mystery,comedy,139,PG-13,4K HDR,2022,Netflix,trending/glass-onion,0,false,false,false,"Detective Blanc solves murder on Greek island","mystery,daniel craig,ensemble,sequel"
movie_022,Nope,movie,horror,sci-fi,130,R,4K,2022,Universal,collections/nope,0,false,false,false,"Siblings discover something sinister in the skies","jordan peele,ufo,horror,spectacle"
movie_023,Bullet Train,movie,action,comedy,127,R,4K HDR,2022,Sony,editorial/bullet-train,0,false,false,false,"Assassins clash on Japanese bullet train","brad pitt,action comedy,stylized,ensemble"
movie_024,The Northman,movie,action,historical,137,R,4K,2022,Focus Features,trending/northman,0,false,false,false,"Viking prince seeks revenge for father's murder","viking,revenge,alexander skarsgard,epic"
sports_011,World Cup: Brazil vs Argentina,sports,sports,soccer,120,TV-PG,4K HDR,2024,FOX Sports,editorial/worldcup-brazil-arg,0,false,false,false,"South American giants face off","soccer,world cup,rivalry,messi"
sports_012,Super Bowl LVIII,sports,sports,football,240,TV-PG,4K HDR,2024,CBS,collections/superbowl-58,0,false,false,false,"NFL Championship game with halftime show","nfl,super bowl,championship,event"
sports_013,Wimbledon: Men's Final,sports,sports,tennis,180,TV-G,4K,2024,ESPN,upcoming/wimbledon-final,0,false,false,false,"Championship match on Centre Court","tennis,wimbledon,grand slam,tradition"
sports_014,Tour de France: Stage 20,sports,sports,cycling,240,TV-G,HD,2024,NBC Sports,live-now/tour-stage20,0,false,false,false,"Penultimate stage in the mountains","cycling,tour de france,endurance,mountains"
sports_015,World Series: Game 7,sports,sports,baseball,210,TV-PG,4K,2024,FOX,editorial/world-series-g7,0,false,false,false,"Winner-take-all championship game","mlb,world series,game 7,drama"
short_004,Marvel Studios: Assembled,tv,documentary,behind-scenes,20,TV-PG,HD,2024,Disney+,gamestream/marvel-assembled,0,false,false,false,"Making of latest Marvel movie","marvel,behind scenes,exclusive,bts"
short_005,NFL RedZone Highlights,sports,sports,football,10,TV-PG,HD,2024,NFL Network,gamestream/nfl-redzone,0,false,false,false,"Every touchdown from Sunday","nfl,highlights,touchdowns,compilation"
short_006,Premier League Goal Rush,sports,sports,soccer,15,TV-G,4K,2024,NBC Sports,gamestream/epl-goals,0,false,false,false,"Best goals from the weekend","soccer,goals,highlights,premier league"
short_007,Comedy Central Roast Clips,tv,comedy,roast,8,TV-MA,HD,2024,Comedy Central,gamestream/cc-roast,0,false,false,false,"Best burns from celebrity roasts","comedy,roast,celebrities,savage"
short_008,NBA Dunks of the Week,sports,sports,basketball,5,TV-PG,HD,2024,ESPN,gamestream/nba-dunks,0,false,false,false,"Most spectacular dunks","nba,dunks,highlights,athletic"
channel_006,FOX Sports,channel,sports,live,0,TV-PG,4K,2024,FOX,live-now/fox-sports,0,false,false,false,"Live Sports & Analysis","sports,nfl,mlb,4K"
channel_007,MSNBC,channel,news,live,0,TV-PG,HD,2024,MSNBC,live-now/msnbc,0,false,false,false,"24/7 News & Politics","news,politics,analysis"
channel_008,Cartoon Network,channel,kids,animation,0,TV-Y7,HD,2024,Cartoon Network,live-now/cartoon-network,0,false,false,false,"Animation for Kids & Adults","animation,kids,adult swim"
channel_009,Discovery Channel,channel,documentary,educational,0,TV-PG,HD,2024,Discovery,live-now/discovery,0,false,false,false,"Science & Nature Programming","documentary,science,nature"
channel_010,MTV,channel,entertainment,music,0,TV-14,HD,2024,MTV,live-now/mtv,0,false,false,false,"Music & Youth Culture","music,reality,youth"
channel_011,Comedy Central,channel,comedy,entertainment,0,TV-14,HD,2024,Comedy Central,live-now/comedy-central,0,false,false,false,"24/7 Comedy Programming","comedy,standup,series"
channel_012,National Geographic,channel,documentary,nature,0,TV-PG,4K,2024,Nat Geo,live-now/nat-geo,0,false,false,false,"Explore the World","nature,documentary,exploration,4K"
